"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$15,000-$24,999","Household Income","85","18.3","13.6","23.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","INCOME2","CAT6","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","18-24","Age Group","375","84.3","79.9","88.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE01","CAT3","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","$15,000-$24,999","Household Income","357","81.7","77.0","86.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","INCOME2","CAT6","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Some post-H.S.","Education Attained","256","17.8","15.1","20.5","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA3","CAT5","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","Some post-H.S.","Education Attained","966","82.2","79.5","84.9","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA3","CAT5","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Less than H.S.","Education Attained","76","15.2","11.1","19.2","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA1","CAT5","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","Less than H.S.","Education Attained","425","84.8","80.8","88.9","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA1","CAT5","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","H.S. or G.E.D.","Education Attained","102","12.2","9.4","15.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA2","CAT5","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","H.S. or G.E.D.","Education Attained","709","87.8","85.0","90.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA2","CAT5","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","College graduate","Education Attained","323","11.3","9.8","12.9","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","EDUCA4","CAT5","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","65+","Age Group","164","12.4","9.7","15.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE09","CAT3","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","65+","Age Group","1,044","87.6","84.9","90.3","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE09","CAT3","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","55-64","Age Group","129","14.8","11.0","18.5","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE05","CAT3","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","55-64","Age Group","639","85.2","81.5","89.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE05","CAT3","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","45-54","Age Group","107","12.8","9.8","15.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE04","CAT3","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","45-54","Age Group","587","87.2","84.3","90.2","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE04","CAT3","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","35-44","Age Group","114","12.7","9.8","15.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE03","CAT3","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","35-44","Age Group","630","87.3","84.4","90.2","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE03","CAT3","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","25-34","Age Group","166","16.7","13.7","19.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE02","CAT3","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","25-34","Age Group","743","83.3","80.4","86.3","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE02","CAT3","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","18-24","Age Group","78","15.7","11.4","20.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","AGE01","CAT3","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Male","Sex","247","9.4","7.9","11.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","SEX1","CAT2","ADDEPEV3","RESP046","    (37.63864012300047, -120.99999953799971)"
"2020","CA","California","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","No","Male","Sex","2,080","90.6","89.0","92.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","06","SEX1","CAT2","ADDEPEV3","RESP054","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","$35,000-$49,999","Household Income","359","39.5","35.5","43.4","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","INCOME4","CAT6","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","$35,000-$49,999","Household Income","613","60.5","56.6","64.5","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","INCOME4","CAT6","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","$50,000+","Household Income","1,608","35.8","34.0","37.6","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","INCOME5","CAT6","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","$50,000+","Household Income","3,127","64.2","62.4","66.0","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","INCOME5","CAT6","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Less than $15,000","Household Income","520","37.8","34.7","41.0","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","INCOME1","CAT6","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Less than $15,000","Household Income","868","62.2","59.0","65.3","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","INCOME1","CAT6","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Overall","Overall","3,584","36.2","34.9","37.4","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","BO1","CAT1","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Overall","Overall","6,628","63.8","62.6","65.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","BO1","CAT1","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","29","43.5","27.9","59.0","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE03","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","43","56.5","41.0","72.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE03","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Asian, non-Hispanic","Race/Ethnicity","315","36.1","32.1","40.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE04","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Asian, non-Hispanic","Race/Ethnicity","483","63.9","59.9","67.9","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE04","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Black, non-Hispanic","Race/Ethnicity","234","44.8","39.3","50.3","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE02","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Black, non-Hispanic","Race/Ethnicity","279","55.2","49.7","60.7","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE02","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Hispanic","Race/Ethnicity","1,257","35.7","33.8","37.6","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE08","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Hispanic","Race/Ethnicity","2,235","64.3","62.4","66.2","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE08","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Multiracial, non-Hispanic","Race/Ethnicity","87","36.6","29.0","44.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE07","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Multiracial, non-Hispanic","Race/Ethnicity","144","63.4","55.9","71.0","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE07","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Native Hawaiian or other Pacific Islander, non-Hispanic","Race/Ethnicity","7",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS06","TOPIC27","06","RACE05","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Native Hawaiian or other Pacific Islander, non-Hispanic","Race/Ethnicity","21",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS06","TOPIC27","06","RACE05","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Other, non-Hispanic","Race/Ethnicity","48","35.6","25.2","46.0","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE06","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Other, non-Hispanic","Race/Ethnicity","93","64.4","54.0","74.8","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE06","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","White, non-Hispanic","Race/Ethnicity","1,607","35.4","33.7","37.2","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE01","CAT4","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","White, non-Hispanic","Race/Ethnicity","3,330","64.6","62.8","66.3","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","RACE01","CAT4","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Female","Sex","1,597","32.9","31.2","34.6","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","SEX2","CAT2","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Female","Sex","3,441","67.1","65.4","68.8","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","SEX2","CAT2","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Male","Sex","1,987","39.4","37.8","41.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","SEX1","CAT2","_FRTLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Fruit Consumption","Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Male","Sex","3,187","60.6","58.9","62.2","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC27","06","SEX1","CAT2","_FRTLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","18-24","Age Group","294","29.3","25.9","32.8","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE01","CAT3","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","18-24","Age Group","676","70.7","67.2","74.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE01","CAT3","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","25-34","Age Group","409","26.5","23.9","29.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE02","CAT3","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","25-34","Age Group","1,188","73.5","70.9","76.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE02","CAT3","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","35-44","Age Group","359","23.7","21.1","26.3","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE03","CAT3","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","35-44","Age Group","1,141","76.3","73.7","78.9","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE03","CAT3","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","45-54","Age Group","399","25.0","22.4","27.7","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE04","CAT3","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","45-54","Age Group","1,153","75.0","72.3","77.6","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE04","CAT3","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","55-64","Age Group","386","20.5","18.2","22.9","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE05","CAT3","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","55-64","Age Group","1,383","79.5","77.1","81.8","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE05","CAT3","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","65+","Age Group","507","19.9","17.8","22.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE09","CAT3","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","65+","Age Group","2,127","80.1","77.9","82.2","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","AGE09","CAT3","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","College graduate","Education Attained","600","13.8","12.5","15.2","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA4","CAT5","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","College graduate","Education Attained","3,682","86.2","84.8","87.5","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA4","CAT5","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","H.S. or G.E.D.","Education Attained","494","25.5","23.1","27.8","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA2","CAT5","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","H.S. or G.E.D.","Education Attained","1,274","74.5","72.2","76.9","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA2","CAT5","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Less than H.S.","Education Attained","719","47.0","43.9","50.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA1","CAT5","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Less than H.S.","Education Attained","734","53.0","49.9","56.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA1","CAT5","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","Some post-H.S.","Education Attained","533","20.4","18.5","22.4","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA3","CAT5","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","Some post-H.S.","Education Attained","1,962","79.6","77.6","81.5","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","EDUCA3","CAT5","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","$15,000-$24,999","Household Income","406","34.1","30.7","37.4","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME2","CAT6","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","$15,000-$24,999","Household Income","761","65.9","62.6","69.3","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME2","CAT6","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","$25,000-$34,999","Household Income","216","27.4","23.5","31.3","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME3","CAT6","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","$25,000-$34,999","Household Income","577","72.6","68.7","76.5","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME3","CAT6","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","$35,000-$49,999","Household Income","261","28.4","24.8","32.0","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME4","CAT6","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","$35,000-$49,999","Household Income","700","71.6","68.0","75.2","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME4","CAT6","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","Less than one time per day","$50,000+","Household Income","729","16.7","15.2","18.1","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME5","CAT6","_VEGLT1A","RESP078","    (37.63864012300047, -120.99999953799971)"
"2019","CA","California","Fruits and Vegetables","Vegetable Consumption","Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions)","One or more times per day","$50,000+","Household Income","3,934","83.3","81.9","84.8","1","%","Crude Prevalence",,,"BRFSS","CLASS06","TOPIC60","06","INCOME5","CAT6","_VEGLT1A","RESP077","    (37.63864012300047, -120.99999953799971)"
